Gene,Name
lincRNA:chr6:160142860-160147960_R,#N/A
lincRNA:chr6:166246785-166257910_F,#N/A
lincRNA:chr6:166246785-166257910_R,#N/A
lincRNA:chr6:167312435-167323185_F,#N/A
lincRNA:chr6:167312435-167323185_R,#N/A
lincRNA:chr6:167312435-167335360_R,#N/A
lincRNA:chr6:167314620-167316152_F,#N/A
lincRNA:chr6:167317185-167318297_R,#N/A
lincRNA:chr6:167382710-167411685_F,#N/A
lincRNA:chr6:167382710-167411685_R,#N/A
lincRNA:chr6:167382710-167411729_F,#N/A
lincRNA:chr6:167382710-167411729_R,#N/A
lincRNA:chr6:167394357-167394905_R,#N/A
lincRNA:chr6:167397093-167399807_F,#N/A
lincRNA:chr6:167455835-167461547_F,#N/A
lincRNA:chr6:167455835-167461547_R,#N/A
lincRNA:chr6:16763746-16774946_R,#N/A
lincRNA:chr6:167650999-167651886_F,#N/A
lincRNA:chr6:168485651-168504426_F,#N/A
lincRNA:chr6:168485651-168504426_R,#N/A
lincRNA:chr6:168485651-168538626_F,#N/A
lincRNA:chr6:168485651-168538626_R,#N/A
lincRNA:chr6:168516251-168538626_F,#N/A
lincRNA:chr6:168516251-168538626_R,#N/A
lincRNA:chr6:168589101-168600201_F,#N/A
lincRNA:chr6:168589101-168600201_R,#N/A
lincRNA:chr6:168670126-168683226_F,#N/A
lincRNA:chr6:168670126-168683226_R,#N/A
lincRNA:chr6:169113703-169114065_F,#N/A
lincRNA:chr6:169686628-169689311_F,#N/A
lincRNA:chr6:169822000-169830600_F,#N/A
lincRNA:chr6:170183025-170192075_F,#N/A
lincRNA:chr6:19948221-20088396_R,#N/A
lincRNA:chr6:21664464-22020637_F,#N/A
lincRNA:chr6:21666645-21743243_F,#N/A
lincRNA:chr6:21666674-22196049_F,#N/A
lincRNA:chr6:21666674-22221946_F,#N/A
lincRNA:chr6:21666674-22221946_R,#N/A
lincRNA:chr6:21667771-22160821_F,#N/A
lincRNA:chr6:21667771-22160821_R,#N/A
lincRNA:chr6:21668715-21783895_F,#N/A
lincRNA:chr6:21669024-21756368_R,#N/A
lincRNA:chr6:21822766-21822969_F,#N/A
lincRNA:chr6:21822768-21822968_R,#N/A
lincRNA:chr6:21822794-21822968_F,#N/A
lincRNA:chr6:21845773-21983052_F,#N/A
lincRNA:chr6:21884038-22056833_F,#N/A
lincRNA:chr6:21885893-21979292_F,#N/A
lincRNA:chr6:21886460-22020634_F,#N/A
lincRNA:chr6:21898950-22214734_F,#N/A
lincRNA:chr6:21900118-21910051_R,#N/A
lincRNA:chr6:21900141-21910822_F,#N/A
lincRNA:chr6:21965726-21967577_F,#N/A
lincRNA:chr6:21979213-22083874_F,#N/A
lincRNA:chr6:21990588-21991076_F,#N/A
lincRNA:chr6:21990588-21991076_R,#N/A
lincRNA:chr6:22020628-22111150_R,#N/A
lincRNA:chr6:22056689-22111131_F,#N/A
lincRNA:chr6:22056800-22214729_R,#N/A
lincRNA:chr6:22056867-22194604_R,#N/A
lincRNA:chr6:22111006-22214732_R,#N/A
lincRNA:chr6:22113602-22194389_F,#N/A
lincRNA:chr6:22133921-22134312_R,#N/A
lincRNA:chr6:22144105-22144213_F,#N/A
lincRNA:chr6:22144105-22144213_R,#N/A
lincRNA:chr6:22145931-22146379_F,#N/A
lincRNA:chr6:22145931-22146379_R,#N/A
lincRNA:chr6:22146709-22147336_R,#N/A
lincRNA:chr6:22146851-22174291_F,#N/A
lincRNA:chr6:22146877-22147124_F,#N/A
lincRNA:chr6:22146877-22147124_R,#N/A
lincRNA:chr6:22147357-22194410_F,#N/A
lincRNA:chr6:22147357-22194410_R,#N/A
lincRNA:chr6:22181638-22194615_R,#N/A
lincRNA:chr6:22183421-22200496_F,#N/A
lincRNA:chr6:22183421-22200496_R,#N/A
lincRNA:chr6:22186573-22186982_F,#N/A
lincRNA:chr6:22191724-22194460_R,#N/A
lincRNA:chr6:2253151-2277351_F,#N/A
lincRNA:chr6:2253151-2277351_R,#N/A
lincRNA:chr6:2253151-2277426_F,#N/A
lincRNA:chr6:2253151-2277426_R,#N/A
lincRNA:chr6:2273482-2284008_R,#N/A
lincRNA:chr6:22744629-23032011_R,#N/A
lincRNA:chr6:22842873-23177198_R,#N/A
lincRNA:chr6:22860365-23017049_F,#N/A
lincRNA:chr6:2388926-2398901_R,#N/A
lincRNA:chr6:2399247-2434736_R,#N/A
lincRNA:chr6:2427251-2435351_F,#N/A
lincRNA:chr6:2427251-2435351_R,#N/A
lincRNA:chr6:2469151-2539476_R,#N/A
lincRNA:chr6:24740171-24758921_F,#N/A
lincRNA:chr6:25992889-25998457_F,#N/A
lincRNA:chr6:25994021-26010971_F,#N/A
lincRNA:chr6:27376196-27399196_F,#N/A
lincRNA:chr6:27376196-27399196_R,#N/A
lincRNA:chr6:27663246-27683586_F,#N/A
lincRNA:chr6:27663246-27683586_R,#N/A
lincRNA:chr6:2792476-2823401_F,#N/A
lincRNA:chr6:2792476-2823401_R,#N/A
lincRNA:chr6:28075525-28083457_F,#N/A
lincRNA:chr6:28081546-28091346_F,#N/A
lincRNA:chr6:28081546-28091346_R,#N/A
lincRNA:chr6:28081546-28091385_F,#N/A
lincRNA:chr6:28081546-28091385_R,#N/A
lincRNA:chr6:28083684-28084323_R,#N/A
lincRNA:chr6:28134146-28139947_F,#N/A
lincRNA:chr6:28134146-28139947_R,#N/A
lincRNA:chr6:28134518-28137341_R,#N/A
lincRNA:chr6:28397021-28402296_F,#N/A
lincRNA:chr6:28695421-28709221_R,#N/A
lincRNA:chr6:29701971-29740296_F,#N/A
lincRNA:chr6:29701971-29740296_R,#N/A
lincRNA:chr6:29706225-29716785_R,#N/A
lincRNA:chr6:29709099-29713365_F,#N/A
lincRNA:chr6:29709195-29716778_R,#N/A
lincRNA:chr6:29983946-29992471_F,#N/A
lincRNA:chr6:29988114-29988238_R,#N/A
lincRNA:chr6:30001621-30013571_R,#N/A
lincRNA:chr6:30256296-30293571_F,#N/A
lincRNA:chr6:30260107-30262700_F,#N/A
lincRNA:chr6:30260110-30264008_F,#N/A
lincRNA:chr6:30260709-30261389_R,#N/A
lincRNA:chr6:30262632-30263974_F,#N/A
lincRNA:chr6:30268550-30271892_R,#N/A
lincRNA:chr6:30271847-30274737_R,#N/A
lincRNA:chr6:30271849-30272880_R,#N/A
lincRNA:chr6:30277570-30278228_R,#N/A
lincRNA:chr6:30781871-30814846_F,#N/A
lincRNA:chr6:30802581-30808183_F,#N/A
lincRNA:chr6:3176201-3194126_F,#N/A
lincRNA:chr6:3176201-3194126_R,#N/A
lincRNA:chr6:32862597-32872347_R,#N/A
lincRNA:chr6:32869893-32872844_F,#N/A
lincRNA:chr6:33091097-33099422_F,#N/A
lincRNA:chr6:33091097-33099422_R,#N/A
lincRNA:chr6:33098514-33107504_F,#N/A
lincRNA:chr6:33805822-33847422_F,#N/A
lincRNA:chr6:33811803-33813967_F,#N/A
lincRNA:chr6:34244122-34253868_F,#N/A
lincRNA:chr6:34244122-34253868_R,#N/A
lincRNA:chr6:34247455-34248056_F,#N/A
lincRNA:chr6:34524172-34539872_F,#N/A
lincRNA:chr6:34524172-34539872_R,#N/A
lincRNA:chr6:36084247-36091829_F,#N/A
lincRNA:chr6:36084247-36091829_R,#N/A
lincRNA:chr6:36084247-36091847_R,#N/A
lincRNA:chr6:36085740-36086143_F,#N/A
lincRNA:chr6:36115572-36151897_F,#N/A
lincRNA:chr6:36115572-36151897_R,#N/A
lincRNA:chr6:3637801-3719951_F,#N/A
lincRNA:chr6:3637801-3719951_R,#N/A
lincRNA:chr6:3708951-3719951_F,#N/A
lincRNA:chr6:3708951-3719951_R,#N/A
lincRNA:chr6:37483967-37484488_R,#N/A
lincRNA:chr6:378525-386550_F,#N/A
lincRNA:chr6:378525-386550_R,#N/A
lincRNA:chr6:38124747-38131872_F,#N/A
lincRNA:chr6:38124747-38131872_R,#N/A
lincRNA:chr6:38612372-38618322_R,#N/A
lincRNA:chr6:3897476-3911792_F,#N/A
lincRNA:chr6:3897476-3911792_R,#N/A
lincRNA:chr6:3897476-3911798_F,#N/A
lincRNA:chr6:3897476-3911798_R,#N/A
lincRNA:chr6:3898282-3898847_F,#N/A
lincRNA:chr6:3898282-3898847_R,#N/A
lincRNA:chr6:3899696-3900109_F,#N/A
lincRNA:chr6:3899696-3900109_R,#N/A
lincRNA:chr6:3900836-3901969_F,#N/A
lincRNA:chr6:3900836-3901969_R,#N/A
lincRNA:chr6:3902502-3903380_F,#N/A
lincRNA:chr6:3902502-3903380_R,#N/A
lincRNA:chr6:3905468-3906154_F,#N/A
lincRNA:chr6:3906210-3906346_F,#N/A
lincRNA:chr6:3906210-3906346_R,#N/A
lincRNA:chr6:3908054-3908574_F,#N/A
lincRNA:chr6:3908054-3908574_R,#N/A
lincRNA:chr6:3908865-3909288_F,#N/A
lincRNA:chr6:3909888-3911910_F,#N/A
lincRNA:chr6:3909888-3911910_R,#N/A
lincRNA:chr6:3981526-3994101_R,#N/A
lincRNA:chr6:39949522-39974972_F,#N/A
lincRNA:chr6:39949522-39974972_R,#N/A
lincRNA:chr6:3999676-4018493_F,#N/A
lincRNA:chr6:3999676-4018493_R,#N/A
lincRNA:chr6:3999676-4018612_R,#N/A
lincRNA:chr6:4010921-4014779_R,#N/A
lincRNA:chr6:40304947-40323847_F,#N/A
lincRNA:chr6:40304947-40323847_R,#N/A
lincRNA:chr6:40308265-40347624_R,#N/A
lincRNA:chr6:40312080-40326341_R,#N/A
lincRNA:chr6:40312082-40313891_F,#N/A
lincRNA:chr6:40681865-40682707_F,#N/A
lincRNA:chr6:40801442-40904102_F,#N/A
lincRNA:chr6:41014072-41020197_F,#N/A
lincRNA:chr6:41014072-41020197_R,#N/A
lincRNA:chr6:41075197-41095497_R,#N/A
lincRNA:chr6:41089139-41090988_R,#N/A
lincRNA:chr6:41105597-41111597_R,#N/A
lincRNA:chr6:41367472-41469722_F,#N/A
lincRNA:chr6:41367472-41469722_R,#N/A
lincRNA:chr6:41411797-41426472_F,#N/A
lincRNA:chr6:41411797-41426472_R,#N/A
lincRNA:chr6:42166947-42172520_R,#N/A
lincRNA:chr6:42725472-42759772_F,#N/A
lincRNA:chr6:42725472-42759772_R,#N/A
lincRNA:chr6:42726245-42728097_F,#N/A
lincRNA:chr6:42758417-42759055_F,#N/A
lincRNA:chr6:42758417-42759055_R,#N/A
lincRNA:chr6:43691472-43716272_F,#N/A
lincRNA:chr6:43691472-43716272_R,#N/A
lincRNA:chr6:43770929-43810362_F,#N/A
lincRNA:chr6:43815372-43856747_F,#N/A
lincRNA:chr6:43815372-43856747_R,#N/A
lincRNA:chr6:43815372-43929922_R,#N/A
lincRNA:chr6:43817785-43819573_F,#N/A
lincRNA:chr6:43817854-43820048_F,#N/A
lincRNA:chr6:43946747-43965218_F,#N/A
lincRNA:chr6:43946747-43965218_R,#N/A
lincRNA:chr6:43946747-43965222_F,#N/A
lincRNA:chr6:43946747-43965222_R,#N/A
lincRNA:chr6:43988722-43993947_F,#N/A
lincRNA:chr6:43988722-43993947_R,#N/A
lincRNA:chr6:44006347-44033347_F,#N/A
lincRNA:chr6:44006347-44033347_R,#N/A
lincRNA:chr6:44006347-44063172_F,#N/A
lincRNA:chr6:44006347-44063172_R,#N/A
lincRNA:chr6:44041397-44062572_F,#N/A
lincRNA:chr6:44041397-44062572_R,#N/A
lincRNA:chr6:44046036-44046378_R,#N/A
lincRNA:chr6:44052354-44052747_F,#N/A
lincRNA:chr6:44052354-44052747_R,#N/A
lincRNA:chr6:44057124-44057461_R,#N/A
lincRNA:chr6:44059763-44060019_F,#N/A
lincRNA:chr6:4489031-4490044_F,#N/A
lincRNA:chr6:45603101-45633284_F,#N/A
lincRNA:chr6:48044816-48070216_F,#N/A
lincRNA:chr6:48044816-48070216_R,#N/A
lincRNA:chr6:5013951-5056876_F,#N/A
lincRNA:chr6:5013951-5056876_R,#N/A
lincRNA:chr6:5041698-5041846_F,#N/A
lincRNA:chr6:5047814-5048418_F,#N/A
lincRNA:chr6:52529916-52534966_R,#N/A
lincRNA:chr6:52973191-52981741_F,#N/A
lincRNA:chr6:53121666-53131541_F,#N/A
lincRNA:chr6:53121666-53131541_R,#N/A
lincRNA:chr6:53480866-53497141_R,#N/A
lincRNA:chr6:53596641-53636866_F,#N/A
lincRNA:chr6:53596641-53636866_R,#N/A
lincRNA:chr6:56300391-56306191_R,#N/A
lincRNA:chr6:56709666-56716191_F,#N/A
lincRNA:chr6:56709666-56716191_R,#N/A
lincRNA:chr6:56715896-56716656_R,#N/A
lincRNA:chr6:56723191-56734391_F,#N/A
lincRNA:chr6:56723191-56734391_R,#N/A
lincRNA:chr6:56727979-56729136_R,#N/A
lincRNA:chr6:56749266-56765891_F,#N/A
lincRNA:chr6:56809416-56818616_F,#N/A
lincRNA:chr6:56809416-56818616_R,#N/A
lincRNA:chr6:56809416-56818656_F,#N/A
lincRNA:chr6:56809416-56818656_R,#N/A
lincRNA:chr6:56922016-56934541_F,#N/A
lincRNA:chr6:56922016-56934541_R,#N/A
lincRNA:chr6:56922016-56934628_F,#N/A
lincRNA:chr6:56922016-56934628_R,#N/A
lincRNA:chr6:57535316-57542016_F,#N/A
lincRNA:chr6:57535316-57542016_R,#N/A
lincRNA:chr6:64231652-64260391_F,#N/A
lincRNA:chr6:64239166-64256216_F,#N/A
lincRNA:chr6:64248003-64248516_F,#N/A
lincRNA:chr6:64262816-64269341_F,#N/A
lincRNA:chr6:64467741-64473341_F,#N/A
lincRNA:chr6:64472483-64499031_F,#N/A
lincRNA:chr6:6683526-6701601_F,#N/A
lincRNA:chr6:6683526-6701601_R,#N/A
lincRNA:chr6:6683526-6811251_F,#N/A
lincRNA:chr6:6683526-6811251_R,#N/A
lincRNA:chr6:6711294-6759575_R,#N/A
lincRNA:chr6:6794382-6801404_R,#N/A
lincRNA:chr6:6795118-6795287_F,#N/A
lincRNA:chr6:6886123-6891693_F,#N/A
lincRNA:chr6:6886124-6891047_F,#N/A
lincRNA:chr6:72017387-72024304_F,#N/A
lincRNA:chr6:72017387-72024304_R,#N/A
lincRNA:chr6:72033379-72059179_F,#N/A
lincRNA:chr6:72033379-72059179_R,#N/A
lincRNA:chr6:72071404-72129621_F,#N/A
lincRNA:chr6:72071404-72129621_R,#N/A
lincRNA:chr6:72071404-72129627_F,#N/A
lincRNA:chr6:72071404-72129627_R,#N/A
lincRNA:chr6:72071634-72072825_F,#N/A
lincRNA:chr6:73130154-73135679_F,#N/A
lincRNA:chr6:73130154-73135679_R,#N/A
lincRNA:chr6:73233954-73242229_R,#N/A
lincRNA:chr6:73983629-73998029_F,#N/A
lincRNA:chr6:73985181-74019878_R,#N/A
lincRNA:chr6:74563192-74577746_F,#N/A
lincRNA:chr6:74563192-74577746_R,#N/A
lincRNA:chr6:75996030-76001430_R,#N/A
lincRNA:chr6:78060361-78078733_F,#N/A
lincRNA:chr6:78187031-78213056_R,#N/A
lincRNA:chr6:78190846-78213705_R,#N/A
lincRNA:chr6:79555431-79563106_F,#N/A
lincRNA:chr6:79555431-79563106_R,#N/A
lincRNA:chr6:80248431-80271556_F,#N/A
lincRNA:chr6:80248431-80271556_R,#N/A
lincRNA:chr6:80248431-80271605_F,#N/A
lincRNA:chr6:80248431-80271605_R,#N/A
lincRNA:chr6:80256857-80257505_F,#N/A
lincRNA:chr6:81144331-81171231_R,#N/A
lincRNA:chr6:81150446-81150889_F,#N/A
lincRNA:chr6:81153106-81172770_R,#N/A
lincRNA:chr6:81153133-81175753_F,#N/A
lincRNA:chr6:81162915-81172924_R,#N/A
lincRNA:chr6:83087506-83099056_F,#N/A
lincRNA:chr6:83105181-83154431_F,#N/A
lincRNA:chr6:83105181-83154431_R,#N/A
lincRNA:chr6:84675631-84691281_F,#N/A
lincRNA:chr6:84676486-84677143_F,#N/A
lincRNA:chr6:85200406-85205831_F,#N/A
lincRNA:chr6:85200406-85205831_R,#N/A
lincRNA:chr6:85326131-85332581_F,#N/A
lincRNA:chr6:85326131-85332581_R,#N/A
lincRNA:chr6:86381806-86396056_F,#N/A
lincRNA:chr6:86381806-86396056_R,#N/A
lincRNA:chr6:86382986-86383808_R,#N/A
lincRNA:chr6:86386083-86388435_F,#N/A
lincRNA:chr6:86386083-86388435_R,#N/A
lincRNA:chr6:86386799-86387711_F,#N/A
lincRNA:chr6:86386801-86387731_F,#N/A
lincRNA:chr6:86386801-86387745_F,#N/A
lincRNA:chr6:86386801-86387887_F,#N/A
lincRNA:chr6:86386801-86387965_F,#N/A
lincRNA:chr6:86386806-86387736_F,#N/A
lincRNA:chr6:86386813-86387908_F,#N/A
lincRNA:chr6:86386847-86387908_R,#N/A
lincRNA:chr6:86386850-86387907_F,#N/A
lincRNA:chr6:86387044-86387458_R,#N/A
lincRNA:chr6:86387046-86387917_F,#N/A
lincRNA:chr6:86387201-86388404_R,#N/A
lincRNA:chr6:86387519-86388438_R,#N/A
lincRNA:chr6:90071956-90077256_F,#N/A
lincRNA:chr6:90071956-90077256_R,#N/A
lincRNA:chr6:94515779-94539472_F,#N/A
lincRNA:chr6:94515779-94539472_R,#N/A
lincRNA:chr6:94521268-94522754_F,#N/A
lincRNA:chr6:94522529-94522679_R,#N/A
lincRNA:chr6:94526482-94543375_R,#N/A
lincRNA:chr6:95250854-95263604_F,#N/A
lincRNA:chr6:95250854-95263604_R,#N/A
lincRNA:chr6:96006779-96025229_F,#N/A
lincRNA:chr6:96006779-96025229_R,#N/A
lincRNA:chr6:96958729-96967504_F,#N/A
lincRNA:chr6:96958729-96967504_R,#N/A
lincRNA:chr6:98233179-98293079_F,#N/A
lincRNA:chr6:98233179-98293079_R,#N/A
lincRNA:chr6:98264586-98581444_F,#N/A
lincRNA:chr6:98333376-98809289_F,#N/A
lincRNA:chr6:98418879-98454654_F,#N/A
lincRNA:chr6:98418879-98454654_R,#N/A
lincRNA:chr6:98722904-98766029_F,#N/A
lincRNA:chr6:98722904-98766029_R,#N/A
lincRNA:chr7:100944086-100944623_R,#N/A
lincRNA:chr7:102023051-102025864_F,#N/A
lincRNA:chr7:102025498-102034795_R,#N/A
lincRNA:chr7:104616164-104653039_F,#N/A
lincRNA:chr7:104616164-104653087_F,#N/A
lincRNA:chr7:104616164-104653087_R,#N/A
lincRNA:chr7:104624063-104624658_F,#N/A
lincRNA:chr7:104639816-104641977_R,#N/A
lincRNA:chr7:105517604-105553086_R,#N/A
lincRNA:chr7:105525814-105538089_F,#N/A
lincRNA:chr7:105525814-105538089_R,#N/A
lincRNA:chr7:105546714-105564714_F,#N/A
lincRNA:chr7:105546714-105564714_R,#N/A
lincRNA:chr7:105551484-105564551_F,#N/A
lincRNA:chr7:105551484-105564591_F,#N/A
lincRNA:chr7:105551628-105553084_F,#N/A
lincRNA:chr7:105564174-105564567_F,#N/A
lincRNA:chr7:105564174-105564567_R,#N/A
lincRNA:chr7:106114317-106280354_F,#N/A
lincRNA:chr7:106224664-106257564_F,#N/A
lincRNA:chr7:106224664-106257564_R,#N/A
lincRNA:chr7:106355964-106363089_F,#N/A
lincRNA:chr7:106355964-106363089_R,#N/A
lincRNA:chr7:106415456-106436010_F,#N/A
lincRNA:chr7:106416539-106423571_R,#N/A
lincRNA:chr7:106418128-106421443_R,#N/A
lincRNA:chr7:108173939-108184689_F,#N/A
lincRNA:chr7:108173939-108184689_R,#N/A
lincRNA:chr7:109181989-109272589_F,#N/A
lincRNA:chr7:109181989-109272589_R,#N/A
lincRNA:chr7:112395539-112401639_R,#N/A
lincRNA:chr7:112740717-112786095_F,#N/A
lincRNA:chr7:112747264-112798839_F,#N/A
lincRNA:chr7:112747264-112798839_R,#N/A
lincRNA:chr7:112756783-112757127_F,#N/A
lincRNA:chr7:113274089-113279739_F,#N/A
lincRNA:chr7:115917161-115926781_R,#N/A
lincRNA:chr7:115918514-115931864_F,#N/A
lincRNA:chr7:115918514-115931864_R,#N/A
lincRNA:chr7:115923894-115926249_R,#N/A
lincRNA:chr7:115927433-115971830_F,#N/A
lincRNA:chr7:115928126-115977312_F,#N/A
lincRNA:chr7:115939389-115975339_F,#N/A
lincRNA:chr7:115939389-115975339_R,#N/A
lincRNA:chr7:116032764-116048889_F,#N/A
lincRNA:chr7:116032764-116048889_R,#N/A
lincRNA:chr7:116072039-116093614_F,#N/A
lincRNA:chr7:116072039-116093614_R,#N/A
lincRNA:chr7:116209814-116238889_F,#N/A
lincRNA:chr7:120981914-120987839_F,#N/A
lincRNA:chr7:120981914-120987839_R,#N/A
lincRNA:chr7:124873114-124899839_F,#N/A
lincRNA:chr7:124873114-124899839_R,#N/A
lincRNA:chr7:125224214-125321514_R,#N/A
lincRNA:chr7:125564239-125734564_F,#N/A
lincRNA:chr7:125564239-125734564_R,#N/A
lincRNA:chr7:12588625-12601850_F,#N/A
lincRNA:chr7:126990389-127005914_F,#N/A
lincRNA:chr7:126990389-127005914_R,#N/A
lincRNA:chr7:126990389-127006297_F,#N/A
lincRNA:chr7:126990389-127006297_R,#N/A
lincRNA:chr7:12762625-12862575_F,#N/A
lincRNA:chr7:12762625-12862575_R,#N/A
lincRNA:chr7:127917764-127938589_F,#N/A
lincRNA:chr7:127940539-127947364_F,#N/A
lincRNA:chr7:128523814-128529589_F,#N/A
lincRNA:chr7:129244514-129251414_F,#N/A
lincRNA:chr7:129244514-129251455_R,#N/A
lincRNA:chr7:129401614-129418239_F,#N/A
lincRNA:chr7:129401614-129418239_R,#N/A
lincRNA:chr7:129402906-129404706_R,#N/A
lincRNA:chr7:129467189-129472514_F,#N/A
lincRNA:chr7:129467189-129472514_R,#N/A
lincRNA:chr7:12947200-12966150_F,#N/A
lincRNA:chr7:12947200-12966150_R,#N/A
lincRNA:chr7:130014124-130014967_R,#N/A
lincRNA:chr7:130528285-130800860_F,#N/A
lincRNA:chr7:130528285-130800860_R,#N/A
lincRNA:chr7:130589527-130590094_R,#N/A
lincRNA:chr7:130600775-130613408_R,#N/A
lincRNA:chr7:130600777-130606704_R,#N/A
lincRNA:chr7:130614967-130616965_R,#N/A
lincRNA:chr7:130619611-130620827_R,#N/A
lincRNA:chr7:130628926-130668868_F,#N/A
lincRNA:chr7:130630222-130792989_F,#N/A
lincRNA:chr7:130630477-130646009_R,#N/A
lincRNA:chr7:130635253-130636798_R,#N/A
lincRNA:chr7:130652160-130792590_F,#N/A
lincRNA:chr7:130723313-130727663_F,#N/A
lincRNA:chr7:130724069-130724751_F,#N/A
lincRNA:chr7:130727594-130737307_R,#N/A
lincRNA:chr7:130756014-130757545_R,#N/A
lincRNA:chr7:130781997-130782621_R,#N/A
lincRNA:chr7:130789419-130789825_R,#N/A
lincRNA:chr7:130793390-130794101_F,#N/A
lincRNA:chr7:130793407-130794935_R,#N/A
lincRNA:chr7:131337972-131438914_F,#N/A
lincRNA:chr7:131549760-131565160_F,#N/A
lincRNA:chr7:131549760-131565160_R,#N/A
lincRNA:chr7:131553885-131565160_F,#N/A
lincRNA:chr7:131553885-131565160_R,#N/A
lincRNA:chr7:134766385-134819060_R,#N/A
lincRNA:chr7:135680310-135951808_F,#N/A
lincRNA:chr7:135680310-135951808_R,#N/A
lincRNA:chr7:137536035-137542810_R,#N/A
lincRNA:chr7:137545135-137553310_R,#N/A
lincRNA:chr7:137847085-138121185_F,#N/A
lincRNA:chr7:139033860-139042410_F,#N/A
lincRNA:chr7:139033860-139042410_R,#N/A
lincRNA:chr7:139115835-139124860_F,#N/A
lincRNA:chr7:139115835-139124860_R,#N/A
lincRNA:chr7:140419431-140426956_F,#N/A
lincRNA:chr7:151825992-151831517_F,#N/A
lincRNA:chr7:151825992-151831517_R,#N/A
lincRNA:chr7:155188114-155206289_R,#N/A
lincRNA:chr7:155263689-155276039_F,#N/A
lincRNA:chr7:155263689-155276039_R,#N/A
lincRNA:chr7:156240714-156303339_F,#N/A
lincRNA:chr7:156378339-156388585_R,#N/A
lincRNA:chr7:157072599-157073109_R,#N/A
lincRNA:chr7:158392139-158413389_R,#N/A
lincRNA:chr7:16117925-16126650_F,#N/A
lincRNA:chr7:16117925-16126650_R,#N/A
lincRNA:chr7:17018702-17092594_F,#N/A
lincRNA:chr7:17084425-17097600_F,#N/A
lincRNA:chr7:17084425-17097600_R,#N/A
lincRNA:chr7:17719170-17720283_R,#N/A
lincRNA:chr7:18274475-18527150_F,#N/A
lincRNA:chr7:19951575-20160200_F,#N/A
lincRNA:chr7:19958603-20007860_F,#N/A
lincRNA:chr7:19970681-20008020_F,#N/A
lincRNA:chr7:20046727-20168878_F,#N/A
lincRNA:chr7:20258275-20270775_F,#N/A
lincRNA:chr7:20258275-20270775_R,#N/A
lincRNA:chr7:20876450-21120000_F,#N/A
lincRNA:chr7:20940525-20952850_F,#N/A
lincRNA:chr7:20940525-20952850_R,#N/A
lincRNA:chr7:209442-217242_F,#N/A
lincRNA:chr7:209442-217242_R,#N/A
lincRNA:chr7:22603825-22723450_F,#N/A
lincRNA:chr7:22603825-22723450_R,#N/A
lincRNA:chr7:22603825-22730864_F,#N/A
lincRNA:chr7:22603825-22730864_R,#N/A
lincRNA:chr7:226042-232442_F,#N/A
lincRNA:chr7:226042-232442_R,#N/A
lincRNA:chr7:22610674-22610775_F,#N/A
lincRNA:chr7:22611226-22701411_R,#N/A
lincRNA:chr7:22611311-22612083_R,#N/A
lincRNA:chr7:22612913-22613098_R,#N/A
lincRNA:chr7:22666693-22667114_F,#N/A
lincRNA:chr7:22666693-22667114_R,#N/A
lincRNA:chr7:227553-229557_R,#N/A
lincRNA:chr7:22893925-22910450_F,#N/A
lincRNA:chr7:22893925-22910450_R,#N/A
lincRNA:chr7:22895704-22896694_F,#N/A
lincRNA:chr7:22896146-22900458_F,#N/A
lincRNA:chr7:22900563-22901021_F,#N/A
lincRNA:chr7:24816750-24828900_F,#N/A
lincRNA:chr7:25978475-25989975_F,#N/A
lincRNA:chr7:25978475-25989975_R,#N/A
lincRNA:chr7:26443400-26488075_F,#N/A
lincRNA:chr7:26443400-26488075_R,#N/A
lincRNA:chr7:26510012-26534027_R,#N/A
lincRNA:chr7:26530275-26535725_R,#N/A
lincRNA:chr7:26533635-26535987_R,#N/A
lincRNA:chr7:26533711-26535767_R,#N/A
lincRNA:chr7:26533715-26535783_R,#N/A
lincRNA:chr7:26533801-26535783_R,#N/A
lincRNA:chr7:26534167-26535775_R,#N/A
lincRNA:chr7:26677963-26681831_R,#N/A
lincRNA:chr7:26681650-26696300_F,#N/A
lincRNA:chr7:26681650-26696300_R,#N/A
lincRNA:chr7:26694390-26697338_R,#N/A
lincRNA:chr7:29026643-29028515_F,#N/A
lincRNA:chr7:29585850-29601745_F,#N/A
lincRNA:chr7:29585850-29601745_R,#N/A
lincRNA:chr7:29652000-29661000_F,#N/A
lincRNA:chr7:29652000-29661000_R,#N/A
lincRNA:chr7:30216750-30313150_F,#N/A
lincRNA:chr7:30216750-30313150_R,#N/A
lincRNA:chr7:30419650-30454050_R,#N/A
lincRNA:chr7:30430500-30443671_R,#N/A
lincRNA:chr7:30439125-30454050_F,#N/A
lincRNA:chr7:30439125-30454050_R,#N/A
lincRNA:chr7:30551163-30551640_R,#N/A
lincRNA:chr7:30551275-30562550_F,#N/A
lincRNA:chr7:30551275-30562550_R,#N/A
lincRNA:chr7:30555925-30601744_R,#N/A
lincRNA:chr7:30555927-30602441_R,#N/A
lincRNA:chr7:30586150-30618903_F,#N/A
lincRNA:chr7:30586150-30618903_R,#N/A
lincRNA:chr7:30586150-30619124_F,#N/A
lincRNA:chr7:30587974-30601744_F,#N/A
lincRNA:chr7:30589832-30591185_F,#N/A
lincRNA:chr7:30589933-30591836_F,#N/A
lincRNA:chr7:30589936-30601145_F,#N/A
lincRNA:chr7:30614038-30616352_R,#N/A
lincRNA:chr7:30624075-30631493_F,#N/A
